country,brand,model,year,price,price_log,transmission,mileage,mileage_log,fuelType,tax,tax_log,mpg,mpg_log,engineSize,engineSize_log
Germany,Audi,R8,2019,125000,11.736077016252437,Automatic,13663,9.522519916028351,Petrol,150.0,5.017279836814924,21.4,3.109060958860994,5.2,1.824549292051046
Germany,Audi,RS6,2018,70000,11.156264806643742,Automatic,3840,8.253488028345904,Petrol,150.0,5.017279836814924,29.4,3.414442608412176,4.0,1.6094379124341003
Germany,Audi,A3,2005,2895,7.971085753505607,Manual,106790,11.578628932294423,Petrol,240.0,5.484796933490655,35.3,3.591817741270805,1.6,0.9555114450274363
Germany,Audi,A4,2006,2995,8.005033344637111,Manual,114000,11.643962499267984,Diesel,195.0,5.278114659230517,48.7,3.906004933102583,2.0,1.0986122886681098
Germany,Audi,A4,2004,1699,7.438383530044307,Manual,110000,11.608244735642321,Diesel,315.0,5.755742213586912,36.2,3.616308761279101,2.5,1.252762968495368
Germany,Audi,A3,2003,1490,7.307202314764738,Automatic,101000,11.522885696764481,Diesel,240.0,5.484796933490655,44.5,3.817712325956905,1.9,1.0647107369924282
Germany,Audi,Q7,2020,68000,11.127277689932466,Automatic,4162,8.333991247194975,Diesel,145.0,4.983606621708336,32.1,3.4995332823830174,3.0,1.3862943611198906
Germany,BMW,X7,2020,78000,11.264476926102367,Semi-Auto,5000,8.517393171418904,Diesel,150.0,5.017279836814924,31.4,3.4781584227982836,3.0,1.3862943611198906
Germany,BMW,M5,2019,72000,11.184435286790631,Semi-Auto,3545,8.173575486634153,Petrol,145.0,4.983606621708336,24.1,3.2228678461377385,4.4,1.6863989535702288
Germany,BMW,X7,2019,67400,11.118415133585586,Semi-Auto,5600,8.630700432209832,Diesel,150.0,5.017279836814924,33.6,3.543853682063679,3.0,1.3862943611198906
Germany,BMW,X7,2019,67000,11.112462823634855,Semi-Auto,4900,8.497194544909547,Diesel,145.0,4.983606621708336,33.6,3.543853682063679,3.0,1.3862943611198906
Germany,BMW,8 Series,2020,63000,11.050905878263567,Semi-Auto,3000,8.006700845440367,Diesel,145.0,4.983606621708336,40.4,3.7232808808312687,3.0,1.3862943611198906
Germany,BMW,X7,2019,68898,11.140396943108325,Automatic,5203,8.557182839632397,Petrol,145.0,4.983606621708336,24.8,3.250374491927572,3.0,1.3862943611198906
Germany,BMW,8 Series,2019,69898,11.154806621967923,Automatic,4075,8.312871394342615,Petrol,145.0,4.983606621708336,26.7,3.3214324131932926,3.0,1.3862943611198906
Germany,BMW,8 Series,2019,84898,11.349217593667056,Semi-Auto,3185,8.066521490469993,Petrol,145.0,4.983606621708336,24.4,3.2347491740244907,4.4,1.6863989535702288
Germany,BMW,8 Series,2019,67898,11.125776585897835,Semi-Auto,7903,8.975124239427704,Diesel,145.0,4.983606621708336,38.2,3.6686767467964168,3.0,1.3862943611198906
Germany,BMW,X7,2019,74990,11.225123385317872,Semi-Auto,9200,9.127067452782361,Diesel,145.0,4.983606621708336,31.4,3.4781584227982836,3.0,1.3862943611198906
Germany,BMW,i8,2019,67500,11.119897691565697,Automatic,6000,8.699681400989514,Hybrid,140.0,4.948759890378168,141.2,4.95723451736914,1.5,0.9162907318741551
Germany,BMW,X6,2019,64900,11.080618310893968,Semi-Auto,7200,8.881975184248867,Diesel,145.0,4.983606621708336,33.2,3.5322256440685598,3.0,1.3862943611198906
Germany,BMW,8 Series,2019,72990,11.198091424858745,Semi-Auto,8200,9.012011377036412,Petrol,145.0,4.983606621708336,26.7,3.3214324131932926,4.4,1.6863989535702288
Germany,BMW,X7,2019,66540,11.105573578013793,Semi-Auto,3218,8.076826031298808,Diesel,145.0,4.983606621708336,33.6,3.543853682063679,3.0,1.3862943611198906
Germany,BMW,X6,2019,64772,11.078644128844024,Semi-Auto,4193,8.341410211461865,Petrol,150.0,5.017279836814924,26.4,3.3105430133940246,3.0,1.3862943611198906
Germany,BMW,M5,2019,68930,11.140861283245814,Automatic,123,4.820281565605037,Petrol,145.0,4.983606621708336,26.9,3.32862668882732,4.4,1.6863989535702288
Germany,BMW,X5,2019,63320,11.055972306668727,Automatic,123,4.820281565605037,Diesel,145.0,4.983606621708336,33.6,3.543853682063679,3.0,1.3862943611198906
Germany,BMW,i8,2019,74226,11.214883244368307,Automatic,10,2.3978952727983707,Hybrid,135.0,4.912654885736052,141.2,4.95723451736914,1.5,0.9162907318741551
Germany,BMW,X7,2019,67120,11.114252239719018,Automatic,10,2.3978952727983707,Diesel,145.0,4.983606621708336,33.6,3.543853682063679,3.0,1.3862943611198906
Germany,BMW,X7,2019,76970,11.251184006518802,Semi-Auto,10,2.3978952727983707,Diesel,145.0,4.983606621708336,31.4,3.4781584227982836,3.0,1.3862943611198906
Germany,BMW,X6,2019,64690,11.077377367258327,Automatic,3000,8.006700845440367,Petrol,145.0,4.983606621708336,26.4,3.3105430133940246,3.0,1.3862943611198906
Germany,BMW,X6,2019,68522,11.134924734316744,Semi-Auto,11330,9.335297611380566,Diesel,145.0,4.983606621708336,33.2,3.5322256440685598,3.0,1.3862943611198906
Germany,BMW,X6,2020,65352,11.087558624655156,Semi-Auto,3158,8.058010800802085,Petrol,145.0,4.983606621708336,26.4,3.3105430133940246,3.0,1.3862943611198906
Germany,BMW,8 Series,2019,88980,11.396178142777439,Semi-Auto,88,4.48863636973214,Petrol,145.0,4.983606621708336,24.4,3.2347491740244907,4.4,1.6863989535702288
Germany,BMW,X7,2019,74480,11.218299338284016,Automatic,7278,8.892748769118258,Diesel,145.0,4.983606621708336,31.4,3.4781584227982836,3.0,1.3862943611198906
Germany,BMW,X7,2019,72430,11.190389663527862,Semi-Auto,6391,8.76280248744611,Diesel,145.0,4.983606621708336,33.6,3.543853682063679,3.0,1.3862943611198906
Germany,BMW,X7,2020,71980,11.184157474284504,Semi-Auto,8695,9.070618428801046,Diesel,150.0,5.017279836814924,31.4,3.4781584227982836,3.0,1.3862943611198906
Germany,BMW,i8,2019,67940,11.126394960475844,Automatic,1110,7.01301578963963,Hybrid,135.0,4.912654885736052,141.2,4.95723451736914,1.5,0.9162907318741551
Germany,BMW,M5,2019,63980,11.066341443265703,Semi-Auto,5000,8.517393171418904,Petrol,150.0,5.017279836814924,26.9,3.32862668882732,4.4,1.6863989535702288
Germany,BMW,X7,2019,69146,11.143989952203855,Automatic,2567,7.850882664809852,Petrol,145.0,4.983606621708336,24.8,3.250374491927572,3.0,1.3862943611198906
Germany,BMW,X7,2019,62990,11.05074713802576,Semi-Auto,2137,7.6676260915849905,Diesel,145.0,4.983606621708336,33.6,3.543853682063679,3.0,1.3862943611198906
Germany,BMW,X7,2019,65050,11.082926856612653,Semi-Auto,3192,8.068716192714781,Diesel,145.0,4.983606621708336,33.6,3.543853682063679,3.0,1.3862943611198906
Germany,BMW,X7,2020,77990,11.264348714399027,Semi-Auto,5656,8.640648995343156,Diesel,150.0,5.017279836814924,31.4,3.4781584227982836,3.0,1.3862943611198906
Germany,BMW,X6,2020,67990,11.127130622457644,Semi-Auto,5656,8.640648995343156,Diesel,150.0,5.017279836814924,33.2,3.5322256440685598,3.0,1.3862943611198906
Germany,BMW,X7,2019,77880,11.262937299670778,Semi-Auto,6506,8.780633799494984,Diesel,150.0,5.017279836814924,31.4,3.4781584227982836,3.0,1.3862943611198906
Germany,BMW,X7,2020,63990,11.066497727453186,Semi-Auto,6137,8.722254235179681,Diesel,145.0,4.983606621708336,33.6,3.543853682063679,3.0,1.3862943611198906
Germany,BMW,X7,2020,78490,11.270739247516193,Semi-Auto,4919,8.501063809486354,Diesel,145.0,4.983606621708336,31.4,3.4781584227982836,3.0,1.3862943611198906
Germany,BMW,X7,2020,69990,11.15612194133691,Semi-Auto,5087,8.534640105019959,Diesel,145.0,4.983606621708336,33.6,3.543853682063679,3.0,1.3862943611198906
Germany,BMW,8 Series,2018,63980,11.066341443265703,Semi-Auto,3891,8.266678443305896,Petrol,145.0,4.983606621708336,26.9,3.32862668882732,4.4,1.6863989535702288
Germany,BMW,M4,2017,89990,11.40746494431207,Semi-Auto,1336,7.198183577101943,Petrol,145.0,4.983606621708336,33.2,3.5322256440685598,3.0,1.3862943611198906
Germany,BMW,X7,2019,77880,11.262937299670778,Semi-Auto,6506,8.780633799494984,Diesel,145.0,4.983606621708336,31.4,3.4781584227982836,3.0,1.3862943611198906
Germany,BMW,X7,2019,67990,11.127130622457644,Semi-Auto,6331,8.753371421000903,Petrol,145.0,4.983606621708336,24.8,3.250374491927572,3.0,1.3862943611198906
Germany,BMW,X7,2019,74140,11.213723964609445,Semi-Auto,3300,8.101980731853192,Diesel,145.0,4.983606621708336,33.6,3.543853682063679,3.0,1.3862943611198906
Germany,BMW,i8,2018,64980,11.081850198455246,Automatic,4477,8.4069317971587,Hybrid,135.0,4.912654885736052,141.2,4.95723451736914,1.5,0.9162907318741551
Germany,BMW,X5,2019,72990,11.198091424858745,Semi-Auto,4799,8.476371196895983,Hybrid,140.0,4.948759890378168,188.3,5.243333058215277,3.0,1.3862943611198906
Germany,BMW,X7,2019,65000,11.082157933374816,Semi-Auto,3670,8.208219383496834,Diesel,145.0,4.983606621708336,33.6,3.543853682063679,3.0,1.3862943611198906
Germany,BMW,2 Series,2015,123456,11.723648196284437,Semi-Auto,33419,10.416909802149386,Diesel,20.0,3.044522437723423,68.9,4.247065649239764,2.0,1.0986122886681098
Germany,BMW,X7,2019,74980,11.224990027090804,Automatic,7901,8.974871170971337,Diesel,145.0,4.983606621708336,31.4,3.4781584227982836,3.0,1.3862943611198906
Germany,BMW,X7,2019,64400,11.072884439922198,Semi-Auto,3003,8.007700012884026,Diesel,145.0,4.983606621708336,33.6,3.543853682063679,3.0,1.3862943611198906
Germany,BMW,i8,2019,64750,11.07830442345797,Automatic,2799,7.937374696163295,Hybrid,135.0,4.912654885736052,141.2,4.95723451736914,1.5,0.9162907318741551
Germany,BMW,X7,2019,66000,11.097425172408931,Semi-Auto,2881,7.966239776559467,Diesel,145.0,4.983606621708336,33.6,3.543853682063679,3.0,1.3862943611198906
Germany,BMW,M5,2019,62980,11.050588372585487,Semi-Auto,3256,8.088561805276234,Petrol,145.0,4.983606621708336,26.9,3.32862668882732,4.4,1.6863989535702288
Germany,BMW,X7,2020,64995,11.082081008522668,Semi-Auto,3452,8.146998697389993,Diesel,150.0,5.017279836814924,33.6,3.543853682063679,3.0,1.3862943611198906
