country,brand,model,year,price,price_log,transmission,mileage,mileage_log,fuelType,tax,tax_log,mpg,mpg_log,engineSize,engineSize_log,pricePerMileage_log
Germany,Audi,Q7,2019,59995,11.002033172315251,Automatic,10,2.3978952727983707,Diesel,145.0,4.983606621708336,33.2,3.5322256440685598,3.0,1.3862943611198906,4.588204204379516
Germany,Audi,Q5,2020,47895,10.776787272605189,Semi-Auto,10,2.3978952727983707,Petrol,145.0,4.983606621708336,30.7,3.456316680883235,2.0,1.0986122886681098,4.494269368164923
Germany,Audi,A4,2020,31985,10.373053586050816,Semi-Auto,10,2.3978952727983707,Petrol,145.0,4.983606621708336,42.2,3.765840495250065,2.0,1.0986122886681098,4.325899343362625
Germany,Audi,Q3,2019,34985,10.46270326045021,Automatic,10,2.3978952727983707,Diesel,145.0,4.983606621708336,47.1,3.8732821771117156,2.0,1.0986122886681098,4.36328616146781
Germany,Audi,A5,2019,29985,10.308485885054848,Automatic,10,2.3978952727983707,Diesel,145.0,4.983606621708336,51.4,3.9589065913269965,2.0,1.0986122886681098,4.298972520607512
Germany,Audi,Q3,2019,34485,10.448308723560077,Automatic,10,2.3978952727983707,Diesel,145.0,4.983606621708336,47.1,3.8732821771117156,2.0,1.0986122886681098,4.357283173325073
Germany,Audi,A1,2019,19685,9.887663002189157,Manual,10,2.3978952727983707,Petrol,145.0,4.983606621708336,49.6,3.92395157629342,1.0,0.6931471805599453,4.123475747399987
Germany,Audi,A4,2019,34985,10.46270326045021,Automatic,10,2.3978952727983707,Diesel,145.0,4.983606621708336,53.3,3.9945242269398897,2.0,1.0986122886681098,4.36328616146781
Germany,Audi,A7,2019,43885,10.689350641595816,Semi-Auto,10,2.3978952727983707,Diesel,145.0,4.983606621708336,38.2,3.6686767467964168,3.0,1.3862943611198906,4.457805460837005
Germany,Audi,Q2,2019,26985,10.203073491990732,Automatic,10,2.3978952727983707,Petrol,145.0,4.983606621708336,43.5,3.7954891891721947,1.5,0.9162907318741551,4.255012138242231
Germany,Audi,A3,2019,23985,10.085225605791667,Automatic,10,2.3978952727983707,Petrol,145.0,4.983606621708336,44.8,3.824284091120139,1.5,0.9162907318741551,4.205865752436342
Germany,Audi,A5,2019,28985,10.274568233782462,Automatic,10,2.3978952727983707,Petrol,145.0,4.983606621708336,39.8,3.708682081410116,2.0,1.0986122886681098,4.284827761385895
Germany,Audi,A5,2019,27985,10.239459664115659,Automatic,1010,6.918695219020472,Petrol,145.0,4.983606621708336,39.8,3.708682081410116,2.0,1.0986122886681098,1.4799697544077293
Germany,Audi,A6,2019,28985,10.274568233782462,Semi-Auto,500,6.2166061010848646,Diesel,145.0,4.983606621708336,47.9,3.8897773964808264,2.0,1.0986122886681098,1.6527616623465076
Germany,Audi,A4,2019,29985,10.308485885054848,Automatic,10,2.3978952727983707,Petrol,145.0,4.983606621708336,42.8,3.7796338173824005,2.0,1.0986122886681098,4.298972520607512
Germany,Audi,A3,2019,21995,9.998615897627705,Manual,10,2.3978952727983707,Diesel,145.0,4.983606621708336,54.3,4.012772908528289,1.6,0.9555114450274363,4.169746698720169
Germany,Audi,A5,2019,31985,10.373053586050816,Automatic,10,2.3978952727983707,Petrol,145.0,4.983606621708336,39.8,3.708682081410116,2.0,1.0986122886681098,4.325899343362625
Germany,Audi,A5,2019,32485,10.38856450627934,Automatic,10,2.3978952727983707,Diesel,145.0,4.983606621708336,51.4,3.9589065913269965,2.0,1.0986122886681098,4.332367899518718
Germany,Audi,A3,2019,21285,9.96580485860099,Manual,10,2.3978952727983707,Diesel,145.0,4.983606621708336,51.4,3.9589065913269965,1.6,0.9555114450274363,4.156063432649743
Germany,Audi,Q7,2019,56985,10.950560902613532,Automatic,1510,7.32052696227274,Diesel,145.0,4.983606621708336,33.2,3.5322256440685598,3.0,1.3862943611198906,1.4958705785865731
Germany,Audi,RS3,2019,43785,10.68706941056728,Semi-Auto,10,2.3978952727983707,Petrol,145.0,4.983606621708336,30.1,3.4372078191851885,2.5,1.252762968495368,4.456854113605783
Germany,Audi,A8,2017,38985,10.57095788630609,Automatic,1420,7.259116128097101,Diesel,145.0,4.983606621708336,50.4,3.9396381724611196,3.0,1.3862943611198906,1.4562320948951608
Germany,Audi,A5,2019,29485,10.291670853409766,Automatic,10,2.3978952727983707,Petrol,145.0,4.983606621708336,40.4,3.7232808808312687,2.0,1.0986122886681098,4.291960107748689
Germany,Audi,A5,2019,27995,10.23981692180943,Automatic,10,2.3978952727983707,Petrol,145.0,4.983606621708336,40.4,3.7232808808312687,2.0,1.0986122886681098,4.270335338648652
Germany,Audi,Q3,2019,31985,10.373053586050816,Manual,10,2.3978952727983707,Diesel,145.0,4.983606621708336,42.8,3.7796338173824005,2.0,1.0986122886681098,4.325899343362625
Germany,Audi,A4,2019,30995,10.34161344288384,Automatic,10,2.3978952727983707,Petrol,145.0,4.983606621708336,38.7,3.681351187693145,2.0,1.0986122886681098,4.312787785270981
Germany,Audi,A4,2019,32485,10.38856450627934,Automatic,10,2.3978952727983707,Diesel,145.0,4.983606621708336,50.4,3.9396381724611196,2.0,1.0986122886681098,4.332367899518718
Germany,Audi,A1,2019,20485,9.92749700499648,Manual,10,2.3978952727983707,Petrol,145.0,4.983606621708336,48.7,3.906004933102583,1.0,0.6931471805599453,4.140087816850725
Germany,Audi,Q3,2019,34485,10.448308723560077,Automatic,10,2.3978952727983707,Diesel,145.0,4.983606621708336,47.1,3.8732821771117156,2.0,1.0986122886681098,4.357283173325073
Germany,Audi,Q5,2019,31998,10.373459931293572,Semi-Auto,100,4.61512051684126,Petrol,145.0,4.983606621708336,33.2,3.5322256440685598,2.0,1.0986122886681098,2.24771160220828
Germany,Audi,Q3,2019,35985,10.490885252912465,Automatic,650,6.478509642208569,Diesel,145.0,4.983606621708336,47.1,3.8732821771117156,2.0,1.0986122886681098,1.619336210378171
Germany,Audi,Q5,2019,37985,10.544972949772182,Automatic,10,2.3978952727983707,Diesel,145.0,4.983606621708336,38.2,3.6686767467964168,2.0,1.0986122886681098,4.397595286747482
Germany,Audi,Q5,2019,31998,10.373459931293572,Semi-Auto,10,2.3978952727983707,Petrol,145.0,4.983606621708336,33.2,3.5322256440685598,2.0,1.0986122886681098,4.326068802490957
Germany,Audi,A3,2019,23485,10.064159777925026,Manual,10,2.3978952727983707,Diesel,145.0,4.983606621708336,56.5,4.051784947803305,2.0,1.0986122886681098,4.197080619863785
Germany,Audi,A6,2018,28985,10.274568233782462,Semi-Auto,10,2.3978952727983707,Diesel,145.0,4.983606621708336,50.4,3.9396381724611196,2.0,1.0986122886681098,4.284827761385895
Germany,Audi,A4,2018,19485,9.877451537985287,Semi-Auto,10,2.3978952727983707,Petrol,145.0,4.983606621708336,53.3,3.9945242269398897,1.4,0.8754687373538999,4.119217236063104
Germany,Audi,A4,2018,20985,9.951610827717856,Manual,10,2.3978952727983707,Petrol,145.0,4.983606621708336,52.3,3.975936331171799,1.4,0.8754687373538999,4.150144062006601
Germany,Audi,Q7,2020,82995,11.326547692846342,Semi-Auto,826,6.717804695023691,Diesel,145.0,4.983606621708336,29.4,3.414442608412176,4.0,1.6094379124341003,1.686048970914061
Germany,Audi,A4,2019,29985,10.308485885054848,Automatic,22,3.1354942159291497,Petrol,145.0,4.983606621708336,38.7,3.681351187693145,2.0,1.0986122886681098,3.287674980449647
Germany,Audi,Q5,2019,32895,10.401106348814837,Automatic,10,2.3978952727983707,Diesel,145.0,4.983606621708336,39.2,3.6938669956249757,2.0,1.0986122886681098,4.337598254104162
Germany,Audi,Q5,2019,35998,10.49124643927466,Semi-Auto,28,3.367295829986474,Petrol,145.0,4.983606621708336,32.1,3.4995332823830174,2.0,1.0986122886681098,3.115629564188544
Germany,Audi,A4,2019,27990,10.239638308916676,Semi-Auto,26,3.295836866004329,Diesel,145.0,4.983606621708336,47.9,3.8897773964808264,2.0,1.0986122886681098,3.106840151748951
Germany,Audi,A3,2020,35995,10.49116310015384,Semi-Auto,314,5.752572638825633,Petrol,150.0,5.017279836814924,34.9,3.580737295494233,2.0,1.0986122886681098,1.823734137548513
Germany,Audi,A7,2019,32985,10.403838508008098,Automatic,1285,7.1592919047975645,Diesel,145.0,4.983606621708336,39.2,3.6938669956249757,3.0,1.3862943611198906,1.4531937859715298
Germany,Audi,A6,2019,29490,10.29184041103433,Semi-Auto,20,3.044522437723423,Diesel,145.0,4.983606621708336,55.4,4.032469158504013,3.0,1.3862943611198906,3.3804449208560188
Germany,Audi,Q5,2019,31998,10.373459931293572,Semi-Auto,30,3.4339872044851463,Petrol,145.0,4.983606621708336,33.2,3.5322256440685598,2.0,1.0986122886681098,3.0208207874929616
Germany,Audi,A7,2019,41995,10.645329654634832,Semi-Auto,933,6.839476438228843,Diesel,145.0,4.983606621708336,45.6,3.8416005411316,2.0,1.0986122886681098,1.5564538822201948
Germany,Audi,Q7,2019,49990,10.819598268208338,Semi-Auto,28,3.367295829986474,Diesel,145.0,4.983606621708336,33.6,3.543853682063679,3.0,1.3862943611198906,3.213141587340664
Germany,Audi,Q2,2019,25998,10.165813354725493,Semi-Auto,79,4.382026634673881,Diesel,150.0,5.017279836814924,46.3,3.856510295497887,2.0,1.0986122886681098,2.3198885361138504
Germany,Audi,A5,2019,24498,10.106387579373278,Semi-Auto,50,3.9318256327243257,Petrol,145.0,4.983606621708336,40.4,3.7232808808312687,2.0,1.0986122886681098,2.570405842837607
Germany,Audi,A8,2020,52995,10.877971717988014,Semi-Auto,1100,7.00397413672268,Diesel,145.0,4.983606621708336,40.4,3.7232808808312687,3.0,1.3862943611198906,1.5531142042563377
Germany,Audi,RS4,2020,69995,11.156193376541639,Semi-Auto,2200,7.696667081526462,Petrol,145.0,4.983606621708336,28.8,3.3945083935113587,2.9,1.3609765531356006,1.449483686688064
Germany,Audi,A7,2020,51995,10.85892207152791,Semi-Auto,500,6.2166061010848646,Diesel,145.0,4.983606621708336,38.7,3.681351187693145,3.0,1.3862943611198906,1.7467605144924514
Germany,Audi,A4,2020,29995,10.30881931842128,Semi-Auto,100,4.61512051684126,Petrol,150.0,5.017279836814924,39.2,3.6938669956249757,2.0,1.0986122886681098,2.2337053346283957
Germany,Audi,Q2,2019,28995,10.274913168420769,Semi-Auto,1296,7.167809184316444,Petrol,150.0,5.017279836814924,34.5,3.56953269648137,2.0,1.0986122886681098,1.4334802872407426
Germany,Audi,A6,2018,37995,10.545236170010073,Manual,30,3.4339872044851463,Diesel,145.0,4.983606621708336,39.2,3.6938669956249757,3.0,1.3862943611198906,3.0708431750231604
Germany,Audi,Q2,2019,22495,10.021092794610391,Manual,1000,6.90875477931522,Diesel,145.0,4.983606621708336,49.6,3.92395157629342,1.6,0.9555114450274363,1.450491892491755
Germany,Audi,Q2,2019,29809,10.302599186672117,Automatic,1000,6.90875477931522,Diesel,145.0,4.983606621708336,46.3,3.856510295497887,2.0,1.0986122886681098,1.49123822103486
Germany,Audi,A5,2019,31995,10.373366173968712,Automatic,1000,6.90875477931522,Petrol,145.0,4.983606621708336,40.4,3.7232808808312687,2.0,1.0986122886681098,1.5014813096314437
Germany,Audi,A6,2019,32250,10.381304329495126,Automatic,238,5.476463551931511,Diesel,145.0,4.983606621708336,47.9,3.8897773964808264,2.0,1.0986122886681098,1.895621915685664
Germany,Audi,Q5,2019,36202,10.496897267308269,Automatic,1000,6.90875477931522,Diesel,145.0,4.983606621708336,39.2,3.6938669956249757,2.0,1.0986122886681098,1.5193616798697112
Germany,Audi,Q5,2019,37395,10.529319025811207,Automatic,1000,6.90875477931522,Diesel,145.0,4.983606621708336,38.2,3.6686767467964168,2.0,1.0986122886681098,1.5240545311198392
Germany,Audi,A6,2019,31000,10.34177474101152,Automatic,1000,6.90875477931522,Diesel,145.0,4.983606621708336,50.4,3.9396381724611196,2.0,1.0986122886681098,1.4969086429257477
Germany,Audi,Q2,2019,23374,10.059422354156888,Manual,1000,6.90875477931522,Diesel,145.0,4.983606621708336,49.6,3.92395157629342,1.6,0.9555114450274363,1.456039861810518
Germany,Audi,Q2,2019,22495,10.021092794610391,Manual,1000,6.90875477931522,Diesel,145.0,4.983606621708336,49.6,3.92395157629342,1.6,0.9555114450274363,1.450491892491755
Germany,Audi,Q2,2019,25998,10.165813354725493,Semi-Auto,17,2.8903717578961645,Diesel,145.0,4.983606621708336,46.3,3.856510295497887,2.0,1.0986122886681098,3.5171300463179715
Germany,Audi,A1,2020,20990,9.951849053414007,Manual,556,6.322565239927284,Petrol,145.0,4.983606621708336,47.9,3.8897773964808264,1.0,0.6931471805599453,1.574020777289514
Germany,Audi,Q3,2020,30888,10.338155412452387,Semi-Auto,525,6.26530121273771,Petrol,145.0,4.983606621708336,40.9,3.735285826928092,1.5,0.9162907318741551,1.6500651862410598
Germany,Audi,Q3,2020,39888,10.593855875645637,Semi-Auto,1765,7.476472381163905,Petrol,145.0,4.983606621708336,31.0,3.4657359027997265,2.0,1.0986122886681098,1.4169591400264667
Germany,Audi,Q2,2020,33000,10.404293143019792,Semi-Auto,820,6.710523109452428,Petrol,145.0,4.983606621708336,32.5,3.5115454388310208,2.0,1.0986122886681098,1.550444424871189
Germany,Audi,Q3,2020,33444,10.417657577552509,Semi-Auto,475,6.16541785423142,Petrol,145.0,4.983606621708336,31.4,3.4781584227982836,2.0,1.0986122886681098,1.689692057190043
Germany,Audi,Q3,2020,33444,10.417657577552509,Semi-Auto,425,6.054439346269371,Petrol,145.0,4.983606621708336,31.4,3.4781584227982836,2.0,1.0986122886681098,1.720664289744957
Germany,Audi,A3,2019,34995,10.462989048226156,Semi-Auto,1054,6.961296045910167,Petrol,145.0,4.983606621708336,34.5,3.56953269648137,2.0,1.0986122886681098,1.503023140981523
Germany,Audi,A1,2019,23495,10.064585472878456,Manual,1041,6.948897222313312,Petrol,145.0,4.983606621708336,45.6,3.8416005411316,1.5,0.9162907318741551,1.4483716121977581
Germany,Audi,Q5,2019,34998,10.463074768634808,Semi-Auto,44,3.8066624897703196,Petrol,145.0,4.983606621708336,32.1,3.4995332823830174,2.0,1.0986122886681098,2.7486216066573617
Germany,Audi,Q3,2019,36497,10.505012743548761,Automatic,1000,6.90875477931522,Diesel,145.0,4.983606621708336,47.1,3.8732821771117156,2.0,1.0986122886681098,1.520536345420845
Germany,Audi,A6,2019,30864,10.337378134827997,Semi-Auto,1000,6.90875477931522,Diesel,145.0,4.983606621708336,47.9,3.8897773964808264,2.0,1.0986122886681098,1.4962722610705563
Germany,Audi,Q5,2019,31998,10.373459931293572,Semi-Auto,100,4.61512051684126,Petrol,145.0,4.983606621708336,33.2,3.5322256440685598,2.0,1.0986122886681098,2.24771160220828
Germany,Audi,A6,2019,30861,10.33728093263115,Automatic,1000,6.90875477931522,Diesel,145.0,4.983606621708336,47.9,3.8897773964808264,2.0,1.0986122886681098,1.4962581916470565
Germany,Audi,Q2,2019,26508,10.185239576957109,Manual,15,2.772588722239781,Petrol,145.0,4.983606621708336,40.9,3.735285826928092,1.5,0.9162907318741551,3.6735486569855063
Germany,Audi,A1,2019,26011,10.166313248989043,Semi-Auto,1000,6.90875477931522,Petrol,145.0,4.983606621708336,44.1,3.8088822465086327,1.0,0.6931471805599453,1.4715116650871642
Germany,Audi,Q2,2019,28062,10.24220726169782,Manual,1000,6.90875477931522,Petrol,145.0,4.983606621708336,43.5,3.7954891891721947,1.5,0.9162907318741551,1.482496859255005
Germany,Audi,A6,2019,32098,10.376580155984879,Automatic,1000,6.90875477931522,Diesel,145.0,4.983606621708336,50.4,3.9396381724611196,2.0,1.0986122886681098,1.5019465138714014
Germany,Audi,Q2,2019,22495,10.021092794610391,Manual,1000,6.90875477931522,Diesel,145.0,4.983606621708336,49.6,3.92395157629342,1.6,0.9555114450274363,1.450491892491755
Germany,Audi,A6,2019,27795,10.232647404434218,Automatic,1282,7.1569563646156364,Diesel,145.0,4.983606621708336,47.9,3.8897773964808264,2.0,1.0986122886681098,1.4297484689196873
Germany,Audi,Q2,2019,20251,9.9160088330898,Manual,985,6.893656354602635,Diesel,145.0,4.983606621708336,49.6,3.92395157629342,1.6,0.9555114450274363,1.4384251727995192
Germany,Audi,A7,2019,49496,10.809667340659555,Semi-Auto,2055,7.628517626575055,Diesel,150.0,5.017279836814924,35.8,3.6054978451748854,3.0,1.3862943611198906,1.4170075851961723
Germany,Audi,Q3,2020,32444,10.387301627055269,Semi-Auto,1445,7.27655640271871,Petrol,145.0,4.983606621708336,31.4,3.4781584227982836,2.0,1.0986122886681098,1.4275023860427034
Germany,Audi,Q3,2019,31996,10.373397427387058,Semi-Auto,1500,7.313886831633462,Petrol,145.0,4.983606621708336,31.4,3.4781584227982836,2.0,1.0986122886681098,1.4183152769770564
Germany,Audi,Q7,2019,52496,10.868511304089857,Automatic,1968,7.585281078639126,Diesel,145.0,4.983606621708336,33.2,3.5322256440685598,3.0,1.3862943611198906,1.432842262720708
Germany,Audi,Q5,2019,30998,10.341710224882465,Semi-Auto,31,3.4657359027997265,Petrol,145.0,4.983606621708336,33.2,3.5322256440685598,2.0,1.0986122886681098,2.983986811149724
Germany,Audi,A5,2019,26498,10.184862275413241,Semi-Auto,270,5.602118820879701,Petrol,145.0,4.983606621708336,40.4,3.7232808808312687,2.0,1.0986122886681098,1.8180375320589706
Germany,Audi,A7,2019,35998,10.49124643927466,Semi-Auto,76,4.343805421853684,Diesel,145.0,4.983606621708336,47.1,3.8732821771117156,2.0,1.0986122886681098,2.4152201630609884
Germany,Audi,Q5,2019,34698,10.454466147075888,Semi-Auto,50,3.9318256327243257,Petrol,145.0,4.983606621708336,32.1,3.4995332823830174,2.0,1.0986122886681098,2.6589343281309463
Germany,Audi,Q2,2019,20888,9.946977983610656,Manual,333,5.811140992976701,Petrol,145.0,4.983606621708336,47.1,3.8732821771117156,1.0,0.6931471805599453,1.7117082506916448
Germany,Audi,Q2,2020,23888,10.081173380925554,Semi-Auto,500,6.2166061010848646,Petrol,145.0,4.983606621708336,42.2,3.765840495250065,1.5,0.9162907318741551,1.6216522676523257
Germany,Audi,A5,2019,25498,10.146394514691288,Semi-Auto,85,4.454347296253507,Petrol,145.0,4.983606621708336,40.4,3.7232808808312687,2.0,1.0986122886681098,2.277863363556157
Germany,Audi,Q2,2019,26998,10.203555107263542,Semi-Auto,156,5.056245805348308,Diesel,150.0,5.017279836814924,46.3,3.856510295497887,2.0,1.0986122886681098,2.018010100788732
Germany,Audi,Q5,2019,35498,10.477259806052668,Semi-Auto,10,2.3978952727983707,Petrol,145.0,4.983606621708336,32.1,3.4995332823830174,2.0,1.0986122886681098,4.369356712491279
Germany,Audi,Q5,2019,35498,10.477259806052668,Semi-Auto,21,3.091042453358316,Petrol,145.0,4.983606621708336,32.1,3.4995332823830174,2.0,1.0986122886681098,3.3895554539115014
Germany,Audi,Q5,2019,31498,10.357711078278063,Semi-Auto,28,3.367295829986474,Petrol,145.0,4.983606621708336,33.2,3.5322256440685598,2.0,1.0986122886681098,3.075973006600869
Germany,Audi,A1,2020,22290,10.011938288540932,Semi-Auto,402,5.998936561946683,Petrol,145.0,4.983606621708336,44.8,3.824284091120139,1.5,0.9162907318741551,1.668952185967443
Germany,Audi,R8,2019,129000,11.767575435251748,Semi-Auto,4000,8.294299608857235,Petrol,145.0,4.983606621708336,21.4,3.109060958860994,5.2,1.824549292051046,1.4187545652059042
Germany,Audi,A6,2019,34750,10.455963627557306,Semi-Auto,774,6.652863029353347,Diesel,145.0,4.983606621708336,39.8,3.708682081410116,3.0,1.3862943611198906,1.5716487144593472
Germany,Audi,Q5,2019,34998,10.463074768634808,Semi-Auto,35,3.58351893845611,Petrol,145.0,4.983606621708336,32.1,3.4995332823830174,2.0,1.0986122886681098,2.9197766073876594
Germany,Audi,Q5,2019,35698,10.482877956170928,Semi-Auto,15,2.772588722239781,Petrol,145.0,4.983606621708336,32.1,3.4995332823830174,2.0,1.0986122886681098,3.7808990104030076
Germany,Audi,Q5,2019,31698,10.36404041362647,Semi-Auto,74,4.31748811353631,Petrol,145.0,4.983606621708336,33.2,3.5322256440685598,2.0,1.0986122886681098,2.400479200193473
Germany,Audi,A1,2019,25888,10.161573447047902,Semi-Auto,14,2.70805020110221,Petrol,145.0,4.983606621708336,40.4,3.7232808808312687,2.0,1.0986122886681098,3.7523578561845032
Germany,Audi,Q2,2019,19250,9.865318286418624,Manual,804,6.690842277418564,Petrol,145.0,4.983606621708336,47.1,3.8732821771117156,1.0,0.6931471805599453,1.4744508803792675
Germany,Audi,A1,2020,22990,10.042858113983936,Semi-Auto,1192,7.084226422097916,Petrol,145.0,4.983606621708336,44.8,3.824284091120139,1.5,0.9162907318741551,1.4176365231152301
Germany,Audi,Q7,2019,45991,10.736222747303128,Semi-Auto,28,3.367295829986474,Diesel,145.0,4.983606621708336,33.2,3.5322256440685598,3.0,1.3862943611198906,3.188381208355624
Germany,Audi,Q7,2019,49990,10.819598268208338,Semi-Auto,37,3.6375861597263857,Diesel,145.0,4.983606621708336,33.2,3.5322256440685598,3.0,1.3862943611198906,2.9743895520600327
Germany,Audi,A4,2020,31498,10.357711078278063,Manual,183,5.214935757608986,Petrol,145.0,4.983606621708336,39.2,3.6938669956249757,2.0,1.0986122886681098,1.9861627371277544
Germany,Audi,Q7,2019,49990,10.819598268208338,Semi-Auto,31,3.4657359027997265,Diesel,145.0,4.983606621708336,33.2,3.5322256440685598,3.0,1.3862943611198906,3.121876153190997
Germany,Audi,Q7,2019,44636,10.706318390495808,Semi-Auto,38,3.6635616461296463,Diesel,145.0,4.983606621708336,33.2,3.5322256440685598,3.0,1.3862943611198906,2.9223797562698177
Germany,Audi,A6,2020,52500,10.868587496017359,Semi-Auto,2000,7.601402334583733,Diesel,145.0,4.983606621708336,50.4,3.9396381724611196,2.0,1.0986122886681098,1.4298134762014991
Germany,Audi,A4,2020,34990,10.462846164547514,Semi-Auto,50,3.9318256327243257,Diesel,145.0,4.983606621708336,50.4,3.9396381724611196,2.0,1.0986122886681098,2.6610656580154357
Germany,Audi,A5,2019,27990,10.239638308916676,Semi-Auto,50,3.9318256327243257,Petrol,145.0,4.983606621708336,39.8,3.708682081410116,2.0,1.0986122886681098,2.604296137573559
Germany,Audi,Q5,2019,31998,10.373459931293572,Semi-Auto,250,5.5254529391317835,Petrol,150.0,5.017279836814924,33.2,3.5322256440685598,2.0,1.0986122886681098,1.877395400081637
Germany,Audi,Q5,2019,31998,10.373459931293572,Semi-Auto,65,4.189654742026425,Petrol,150.0,5.017279836814924,33.2,3.5322256440685598,2.0,1.0986122886681098,2.4759701144911537
Germany,Audi,A3,2019,29490,10.29184041103433,Semi-Auto,355,5.87493073085203,Petrol,150.0,5.017279836814924,34.9,3.580737295494233,2.0,1.0986122886681098,1.7518232780153518
Germany,Audi,Q5,2019,30998,10.341710224882465,Semi-Auto,19,2.995732273553991,Petrol,145.0,4.983606621708336,33.2,3.5322256440685598,2.0,1.0986122886681098,3.4521476822805544
Germany,Audi,Q5,2019,34998,10.463074768634808,Semi-Auto,21,3.091042453358316,Petrol,145.0,4.983606621708336,32.1,3.4995332823830174,2.0,1.0986122886681098,3.3849663751033314
Germany,Audi,Q5,2019,34998,10.463074768634808,Semi-Auto,19,2.995732273553991,Petrol,150.0,5.017279836814924,32.1,3.4995332823830174,2.0,1.0986122886681098,3.492660162258734
Germany,Audi,Q5,2019,31998,10.373459931293572,Semi-Auto,21,3.091042453358316,Petrol,145.0,4.983606621708336,33.2,3.5322256440685598,2.0,1.0986122886681098,3.3559745903920373
Germany,Audi,Q5,2019,34998,10.463074768634808,Semi-Auto,85,4.454347296253507,Petrol,145.0,4.983606621708336,32.1,3.4995332823830174,2.0,1.0986122886681098,2.348958011746224
Germany,Audi,Q5,2019,34498,10.448685617092117,Semi-Auto,21,3.091042453358316,Petrol,145.0,4.983606621708336,32.1,3.4995332823830174,2.0,1.0986122886681098,3.380311262221573
Germany,Audi,A4,2020,31995,10.373366173968712,Semi-Auto,1000,6.90875477931522,Petrol,145.0,4.983606621708336,40.9,3.735285826928092,2.0,1.0986122886681098,1.5014813096314437
Germany,Audi,R8,2020,137995,11.834979978212008,Semi-Auto,70,4.2626798770413155,Petrol,145.0,4.983606621708336,21.1,3.095577608523707,5.2,1.824549292051046,2.77641772771981
Germany,Audi,A6,2019,30500,10.32551474894327,Automatic,100,4.61512051684126,Diesel,145.0,4.983606621708336,50.4,3.9396381724611196,2.0,1.0986122886681098,2.2373228849092746
Germany,Audi,Q3,2019,26940,10.201404568800312,Manual,590,6.3818160174060985,Diesel,150.0,5.017279836814924,42.8,3.7796338173824005,2.0,1.0986122886681098,1.5985112295585564
Germany,Audi,Q2,2019,23250,10.054103420843255,Automatic,1000,6.90875477931522,Diesel,145.0,4.983606621708336,47.9,3.8897773964808264,1.6,0.9555114450274363,1.455269978744244
Germany,Audi,A5,2019,28880,10.270939218446076,Semi-Auto,100,4.61512051684126,Petrol,145.0,4.983606621708336,39.8,3.708682081410116,2.0,1.0986122886681098,2.225497509970952
Germany,Audi,A1,2020,22490,10.020870508171171,Manual,1000,6.90875477931522,Petrol,145.0,4.983606621708336,47.9,3.8897773964808264,1.0,0.6931471805599453,1.4504597178891934
Germany,Audi,A5,2019,35995,10.49116310015384,Automatic,100,4.61512051684126,Diesel,145.0,4.983606621708336,47.1,3.8732821771117156,2.0,1.0986122886681098,2.2732154148239525
